cluster,bio3,bio15,bio1,bio2,bio7,bio12,gsl,bio4,bio8,bio5,bio10,bio11,bio19,bio9,bio13,bio16,bio18,bio14,bio17,bio6,lat,lon,td_mean,td_std,agbd,mean_abd,std_abd,score,bw,fold_1000km
646,0.651,81.4,25.850000000000023,9.0,13.8,1665.7,317.0,97.4,25.05000000000001,34.05000000000007,27.450000000000045,25.05000000000001,784.3000000000001,26.150000000000034,300.5,840.5,213.20000000000002,0.8,12.8,20.250000000000057,-12.759999988128063,-51.88,30260.21762083533,7.275957614183426e-12,73.84738592412326,7347247.070248428,78912.30526870646,-57.93111367096485,0.22682070104000457,3
647,0.6440000000000001,81.80000000000001,25.650000000000034,8.9,13.8,1661.3000000000002,317.0,95.5,24.950000000000045,33.75000000000006,27.150000000000034,24.950000000000045,784.3000000000001,25.850000000000023,301.2,842.2,211.9,0.8,13.0,19.950000000000045,-12.809999988098836,-51.85,33453.49856381641,7.275957614183426e-12,100.78862451768583,10068242.162795607,110472.31520433951,-64.64172867848056,0.2147087871459879,3
648,0.626,85.80000000000001,25.95000000000005,9.600000000000001,15.3,1473.7,292.0,93.7,25.95000000000005,33.950000000000045,27.150000000000034,24.850000000000023,26.5,25.05000000000001,282.2,767.1,372.0,1.7000000000000002,16.2,18.650000000000034,-14.707999987124095,-52.353,17911.58298009691,3.637978807091713e-12,22.005120085445625,2198666.9433619096,9449.571430605836,-16.765856414419915,0.21107873870001237,3
649,0.622,85.7,25.950000000000045,9.600000000000001,15.4,1490.5,294.0,95.2,25.950000000000045,33.85000000000002,27.150000000000034,24.750000000000057,26.8,24.950000000000045,285.2,775.5,376.3,1.7000000000000002,16.5,18.450000000000045,-14.712999987121886,-52.352,17911.582980096904,3.637978807091713e-12,16.88318888960798,1688585.1531729582,22217.315451986382,-9.446179582001836,0.41920961945962354,3
650,0.24800000000000003,50.1,10.950000000000045,6.1000000000000005,24.6,1268.6000000000001,365.0,686.4000000000001,12.850000000000023,22.150000000000034,19.350000000000023,2.0500000000000114,325.6,17.350000000000023,213.10000000000002,561.6,166.70000000000002,45.300000000000004,153.5,-2.4499999999999886,36.55399999143649,51.62649999999999,53503.19723422444,7.275957614183426e-12,1012.5504629220248,101203177.32444848,591999.5003841666,-7.764754626821423,0.34058676216734646,45
651,0.25,50.0,11.150000000000034,6.2,24.700000000000006,1248.9,365.0,683.9000000000002,13.050000000000011,22.450000000000045,19.55000000000001,2.3500000000000227,320.8,17.55000000000001,209.60000000000005,551.9,164.10000000000005,44.7,151.4,-2.249999999999943,36.55199999143541,51.624,53503.19723422445,1.4551915228366852e-11,632.5523465768986,63018013.89564411,1066614.469688106,-4.731996821461289,0.5255296143626262,45
652,0.253,49.400000000000006,11.750000000000057,6.300000000000001,24.8,1220.8,365.0,683.2000000000002,13.650000000000034,23.05000000000001,20.150000000000034,2.9500000000000455,312.1,18.150000000000034,203.80000000000004,537.5,161.70000000000002,44.1,149.9,-1.7499999999999432,36.5479999914334,51.63099999999999,54205.77386607263,1.4551915228366852e-11,268.07982511555207,26725945.91714825,189041.51129290258,-17.15493691781301,0.2685210930616048,45
654,0.298,75.7,13.350000000000021,11.8,39.5,680.8000000000001,177.0,981.2,6.0500000000000105,33.85000000000002,25.750000000000057,0.6500000000000341,294.40000000000003,25.450000000000042,109.4,308.0,8.8,1.5,6.5,-5.649999999999977,36.41199999136325,45.384,10786.446560377432,0.0,13.625092421342517,1368056.4503013548,25310.374239487963,-42.232911122214844,0.6571686585880374,45
656,0.593,109.4,27.55000000000001,11.200000000000001,18.900000000000002,1536.7,246.0,160.0,27.750000000000057,37.05000000000007,29.55000000000001,25.250000000000057,3.900000000000001,25.250000000000057,368.8,1007.1,427.5,0.5,3.900000000000001,18.150000000000034,-12.712999988155689,132.873,12922.138455622964,3.637978807091713e-12,12.95753901091049,1297270.5183419886,13128.665359184504,-4.841829590353145,0.49430625667749784,7
657,0.5936666666666667,109.45833333333333,27.591666666666686,11.200000000000001,18.858333333333334,1538.0500000000002,246.58333333333334,158.0,27.750000000000057,37.05000000000007,29.4916666666667,25.250000000000057,3.9000000000000004,25.250000000000057,369.14166666666665,1008.3916666666667,427.35833333333335,0.5,3.9000000000000004,18.19166666666671,-12.717499976157807,132.879,18221.193964662678,1452.3994237793574,31.772852360624032,3178092.257734566,35092.34479788513,-6.631340414589403,0.6908759055565568,7
659,0.7090540540540542,68.90270270270271,25.407657657657694,6.998198198198198,9.863963963963965,2230.675675675676,365.0,77.52522522522524,25.450000000000024,30.650000000000038,26.29504504504508,24.277027027027057,78.01801801801801,24.277027027027057,437.89729729729737,1055.036036036036,637.791891891892,9.945045045045045,78.01801801801801,20.78603603603607,-0.7572726194394639,10.558181818181817,42905.48504855688,2888.699710230735,838.6929450378923,84056530.4546742,913237.0621776496,-20.675379830512185,0.3437109627221787,54
660,0.7280000000000001,59.1,22.350000000000023,6.6000000000000005,9.0,3153.6000000000004,365.0,79.80000000000001,22.350000000000023,27.650000000000034,23.250000000000057,21.250000000000057,304.1,21.350000000000023,546.8000000000001,1338.1000000000001,881.7,32.800000000000004,187.0,18.650000000000034,0.6199999993070522,10.41,44837.79721919757,7.275957614183426e-12,1115.9200327639894,111395004.71828325,590643.6842691818,-21.400430781912455,0.3573261155576446,54
661,0.7280000000000001,59.2,22.750000000000057,6.6000000000000005,9.0,3193.5,365.0,80.7,22.650000000000034,28.05000000000001,23.650000000000034,21.55000000000001,306.0,21.650000000000034,553.2,1357.9,893.0,32.800000000000004,187.5,19.05000000000001,0.6099999993182313,10.4,52799.21426118646,1.4551915228366852e-11,1791.8971242227556,178936666.0677415,814347.4636562838,-10.837633262923529,0.5209966995305011,54
662,0.20019767441860464,61.08023255813954,-1.849999999999966,8.0,39.900000000000006,631.3127906976745,129.0,1204.4,13.850000000000023,19.450000000000045,13.850000000000023,-16.149999999999977,85.38139534883722,-8.449999999999989,121.76279069767442,307.82674418604654,307.82674418604654,19.76046511627907,70.88139534883722,-20.44999999999996,63.87849999433622,-145.743,26404.17674948295,6685.3553272428935,5.477874931752412,545996.1369346165,3869.123734956727,-16.70088263619373,0.595014710620007,97
663,0.32400000000000007,35.6,17.850000000000023,10.200000000000001,31.3,1000.5,332.0,785.9000000000001,22.15000000000003,33.950000000000045,27.850000000000023,7.550000000000011,169.10000000000002,7.550000000000011,139.6,339.0,230.8,42.800000000000004,169.10000000000002,2.650000000000034,33.396999989808734,-97.572,28018.868377263643,3.637978807091713e-12,120.53453776896049,12055455.197454324,254803.92125179755,-7.3184884667252295,1.3815878949085107,38
664,0.622,65.60000000000001,26.350000000000026,10.200000000000001,16.400000000000002,1117.7,282.0,189.4,27.750000000000057,35.25000000000006,28.450000000000045,23.750000000000057,105.10000000000001,24.55000000000001,203.10000000000002,524.5,286.3,31.1,95.9,18.850000000000023,20.092999985814853,-89.559,62078.94530142426,0.0,42.231577846790884,4225359.28105221,16597.226407081136,-55.77467533346836,0.3333135082713095,22
665,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1117.7,282.0,189.4,27.750000000000057,35.25000000000006,28.450000000000045,23.750000000000057,105.10000000000001,24.55000000000001,203.10000000000002,524.5,286.3,31.1,95.9,18.850000000000023,20.09599998581469,-89.56099999999999,62078.945301424275,1.4551915228366852e-11,69.96521879530296,6992041.483024892,59501.88700343125,-14.144433205527296,0.6172704574754053,22
666,0.622,65.60000000000001,26.350000000000023,10.200000000000003,16.400000000000002,1117.7,282.0,189.4,27.750000000000057,35.25000000000006,28.45000000000005,23.750000000000057,105.10000000000002,24.55000000000001,203.10000000000002,524.5,286.3,31.1,95.9,18.850000000000023,20.09599998581469,-89.56599999999999,62078.94530142427,7.275957614183426e-12,32.408665516898246,3249169.5703857862,22393.164382763338,-19.988920149008734,0.20878404550250257,22
667,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1117.7,282.0,189.4,27.750000000000057,35.25000000000006,28.450000000000045,23.750000000000057,105.10000000000001,24.55000000000001,203.10000000000002,524.5,286.3,31.1,95.9,18.850000000000023,20.094999985814784,-89.56599999999999,62078.94530142427,7.275957614183426e-12,29.253191182695502,2910185.217689673,26163.82188070805,-50.42784040001517,0.3613788295050493,22
668,0.663,109.5,24.450000000000045,8.9,13.400000000000002,921.8000000000002,263.0,172.9,26.350000000000023,30.250000000000057,26.550000000000008,22.250000000000057,47.900000000000006,23.55000000000001,244.40000000000003,627.1,485.0,1.5,9.700000000000001,16.850000000000023,19.61399998584554,-105.021,29041.911390347777,3.637978807091713e-12,0.8705472840203423,87189.75840812614,748.9633636771542,-51.38881330991793,0.3165248486778502,17
669,0.6480000000000001,82.4,25.35000000000002,9.5,14.6,1696.6000000000001,315.0,74.3,24.85000000000002,33.55000000000001,26.55000000000001,24.85000000000002,28.1,25.150000000000034,312.8,864.7,219.0,1.2000000000000002,12.5,18.950000000000045,-13.079999987944118,-52.40999999999999,32175.921590455007,3.637978807091713e-12,218.40108738104098,21891543.504178762,163063.98241657857,-124.95863468578072,0.24614547008712095,3
670,0.6480000000000001,82.60000000000001,25.150000000000034,9.4,14.5,1686.7,316.0,75.0,24.750000000000057,33.25000000000006,26.250000000000057,24.550000000000008,27.8,24.850000000000023,311.3,861.7,217.20000000000002,1.2000000000000002,12.3,18.750000000000057,-13.089999987938482,-52.38,33234.24854458682,0.0,92.70495723877475,9276618.319907224,79324.88427209233,-98.2363977119604,0.23445162380677675,3
671,0.647,82.0,24.950000000000045,9.4,14.600000000000001,1891.0,318.0,73.3,24.55000000000001,33.25000000000006,26.150000000000038,24.450000000000045,32.800000000000004,24.750000000000057,349.40000000000003,957.7,244.70000000000002,1.4000000000000001,13.8,18.650000000000034,-12.919999988035189,-52.37,34138.973497567764,7.275957614183426e-12,100.11619175727304,10023685.152806193,106703.93309252037,-52.59411109486306,0.26036982465163583,3
672,0.651,81.60000000000001,25.150000000000034,9.4,14.5,1910.2,318.0,74.8,24.650000000000034,33.450000000000045,26.350000000000023,24.650000000000034,900.2,25.05000000000001,351.70000000000005,962.0,249.20000000000002,1.4000000000000001,13.9,18.950000000000045,-12.819999988093036,-52.35999999999999,7408.058946646823,3.637978807091713e-12,18.352728784561886,1849561.100069429,39000.949327079295,-66.3868499272182,0.21933308042886873,3
673,0.5980000000000001,50.7,25.650000000000034,4.6000000000000005,7.700000000000001,1111.7,365.0,101.80000000000001,26.150000000000034,29.55000000000001,26.950000000000045,24.350000000000023,123.80000000000001,24.450000000000045,179.20000000000002,465.6,357.5,36.7,122.60000000000002,21.850000000000023,17.966999986076168,-66.871,67182.25077223954,0.0,22.594508909566883,2260209.150767168,11032.931998009346,-13.730394736407684,0.3489683512207228,55
674,0.5980000000000001,50.7,25.650000000000034,4.600000000000001,7.7,1111.7,365.0,101.80000000000001,26.150000000000034,29.55000000000001,26.95000000000005,24.350000000000023,123.80000000000001,24.45000000000005,179.20000000000005,465.6,357.5,36.7,122.60000000000002,21.850000000000023,17.968999986075765,-66.874,67182.25077223954,0.0,13.617604523339624,1362348.7182396427,9066.936663038612,-23.66542644561078,0.39980888582905105,55
675,0.248,50.1,10.950000000000045,6.1000000000000005,24.6,1268.6000000000001,365.0,686.4000000000001,12.850000000000023,22.150000000000034,19.350000000000023,2.0500000000000114,325.6,17.350000000000023,213.1,561.6,166.70000000000002,45.300000000000004,153.5,-2.4499999999999886,36.54999999143441,51.63099999999999,54205.773866072646,0.0,1060.9236036492034,106056736.65803304,1352420.0602354622,-8.329623023678401,0.3524549187227968,45
676,0.253,49.400000000000006,11.750000000000057,6.300000000000001,24.8,1220.8,365.0,683.2,13.650000000000034,23.05000000000001,20.150000000000034,2.9500000000000455,312.1,18.150000000000034,203.8,537.5,161.70000000000002,44.1,149.9,-1.7499999999999432,36.54899999143392,51.63099999999999,54205.773866072646,0.0,353.16740016765294,35214091.95761438,375761.2733522703,-26.101336588852668,0.3205688168731442,45
681,0.5936610169491526,109.4,27.60932203389833,11.200000000000001,18.840677966101698,1529.3525423728813,246.40677966101694,157.15593220338985,27.797457627118686,37.05000000000007,29.509322033898332,25.309322033898344,3.9000000000000004,25.309322033898344,367.035593220339,1002.7966101694915,424.40338983050844,0.5,3.9000000000000004,18.209322033898353,-12.69524995044927,132.884,16101.5179676264,1727.1625599041977,9.65418172669019,963770.1291597005,7968.881498971283,-9.404404321664783,0.3778639097690918,7
682,0.832,53.5,23.950000000000045,7.9,9.5,1763.0,365.0,56.7,23.650000000000034,29.350000000000026,24.650000000000034,23.250000000000057,225.9,23.250000000000057,292.40000000000003,680.3000000000001,522.5,22.5,145.20000000000002,19.850000000000026,0.3799999995751948,13.11,51130.63295435301,7.275957614183426e-12,874.1625710651406,87302258.47513488,1085593.3383628025,-85.58957838591512,0.37838591062598237,54
683,0.8060000000000002,55.7,24.05000000000001,8.200000000000001,10.200000000000001,1804.1000000000001,365.0,58.2,23.950000000000045,29.850000000000023,24.850000000000023,23.250000000000057,83.80000000000001,23.250000000000057,284.1,705.6000000000001,587.3000000000001,15.3,83.80000000000001,19.650000000000034,-1.8899999978952384,13.22,54769.42284584616,1.4551915228366852e-11,1198.00057806475,119772191.92238018,617194.3641005628,-9.4823374498429,0.4438891219190864,54
684,0.777,64.2,24.350000000000023,7.5,9.700000000000001,1692.1000000000001,365.0,73.4,24.350000000000023,29.750000000000057,25.250000000000057,23.350000000000023,78.0,23.350000000000023,306.90000000000003,746.7,485.29999999999995,10.9,78.0,20.05000000000001,-0.1699999998099252,11.57,46969.32359171612,0.0,623.5506590001926,62239580.69876108,1241482.9945185657,-47.87534784209702,0.38273614332138683,54
685,0.7659999999999999,64.4,25.05000000000001,7.4,9.700000000000001,1348.6000000000001,365.0,75.7,24.95000000000005,30.45000000000005,25.850000000000023,23.95000000000005,64.2,23.95000000000005,244.4,594.2,387.6,9.0,64.2,20.750000000000057,-0.1699999998099252,11.42,50823.172776786356,7.275957614183426e-12,708.8203115008442,70759348.03609997,360760.3232914234,-65.70979763671869,0.3271416595573057,54
686,0.2,61.1,-1.849999999999966,8.0,39.900000000000006,632.4000000000001,129.0,1204.4,13.850000000000023,19.450000000000045,13.850000000000023,-16.149999999999977,85.5,-8.449999999999989,122.0,308.40000000000003,308.40000000000003,19.8,71.0,-20.44999999999996,63.880999998762285,-145.747,29722.543707454828,3.637978807091713e-12,5.32418267012635,531949.9832049786,2241.992479531282,-6.286588866042626,0.6355985522981913,97
687,0.20099999999999996,61.300000000000004,-1.849999999999966,8.0,39.900000000000006,643.9000000000001,129.0,1204.6000000000001,13.850000000000023,19.450000000000045,13.850000000000023,-16.149999999999977,86.80000000000001,-8.549999999999955,124.5,314.5,314.5,20.200000000000003,72.2,-20.44999999999996,63.877999998762064,-145.76099999999997,34867.38958490581,0.0,9.09018153599312,910031.1704533482,3960.923829808966,-9.606020896010126,0.24898930456368368,97
688,0.20099999999999998,61.300000000000004,-1.849999999999966,8.0,39.900000000000006,643.9000000000001,129.0,1204.6000000000001,13.850000000000023,19.450000000000045,13.850000000000023,-16.149999999999977,86.80000000000001,-8.549999999999955,124.5,314.5,314.5,20.200000000000003,72.2,-20.44999999999996,63.881999998762325,-145.76399999999998,34867.3895849058,7.275957614183426e-12,8.47459764157071,846158.4867291485,3726.6865263022796,-7.45091842520377,0.32088050416110975,97
689,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1117.7,282.0,189.4,27.750000000000057,35.25000000000006,28.450000000000045,23.750000000000057,105.1,24.55000000000001,203.10000000000005,524.5,286.3,31.1,95.9,18.850000000000023,20.092999985814853,-89.56599999999999,62078.94530142427,7.275957614183426e-12,25.108345841659748,2502817.382229389,15699.582520248881,-61.97739222228745,0.32262800238261935,22
690,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1117.7,282.0,189.4,27.750000000000057,35.25000000000006,28.450000000000045,23.750000000000057,105.10000000000001,24.55000000000001,203.10000000000002,524.5,286.3,31.1,95.9,18.850000000000023,20.092999985814853,-89.56099999999999,62078.945301424246,1.4551915228366852e-11,75.24369009464614,7531340.949043716,84972.90067831417,-51.979480761762844,0.5320106221387311,22
691,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1117.7,282.0,189.4,27.750000000000057,35.25000000000006,28.450000000000045,23.750000000000057,105.10000000000001,24.55000000000001,203.10000000000002,524.5,286.3,31.1,95.9,18.850000000000023,20.092999985814853,-89.562,62078.94530142425,7.275957614183426e-12,16.62880871389754,1660665.675892558,11608.103040506327,-31.408220063214042,0.5410753812488316,22
692,0.66,109.60000000000001,24.55000000000001,8.8,13.3,913.4000000000001,264.0,173.3,26.450000000000045,30.25000000000006,26.55000000000001,22.250000000000057,47.800000000000004,23.650000000000034,242.90000000000003,621.6,479.20000000000005,1.4000000000000001,9.4,16.950000000000045,19.609999985845832,-105.027,24248.08264935095,0.0,10.59338681367577,1064037.1832124451,19623.674122929133,-24.44714110102484,0.5201387384294522,17
693,0.658,109.5,24.55000000000001,8.6,13.100000000000001,907.7,265.0,175.9,26.55000000000001,30.150000000000038,26.650000000000038,22.250000000000057,47.6,23.55000000000001,242.0,617.2,474.90000000000003,1.4000000000000001,9.3,17.05000000000001,19.607999985846007,-105.026,27293.284996620117,1.0913936421275139e-11,8.034397598411879,805948.9142045018,6756.7604595312905,-14.319403989236545,0.46407762050371126,17
694,0.6670000000000001,74.7,25.350000000000023,7.900000000000001,11.800000000000002,2101.3,345.0,54.1,24.950000000000045,32.650000000000034,26.250000000000057,24.850000000000023,1009.2000000000002,25.350000000000023,368.20000000000005,1010.1,268.8,6.7,35.300000000000004,20.850000000000023,-10.479999989645805,-58.5,35934.31391671929,7.275957614183426e-12,409.4048809338196,41050551.16084803,283354.78396353754,-15.252480766621412,0.4026486221232728,3
695,0.67,74.60000000000001,25.15000000000003,7.800000000000001,11.700000000000001,2159.8,346.0,52.0,24.75000000000006,32.35000000000002,25.950000000000045,24.75000000000006,1036.5,25.15000000000003,377.6,1037.0,276.8,6.9,36.4,20.65000000000003,-10.479999989645805,-58.48,35703.274822108666,1.4551915228366852e-11,541.5877129566653,54103482.29202447,419290.64486334467,-38.88405708619265,0.20969284944480898,3
696,0.668,74.5,25.150000000000034,7.800000000000001,11.700000000000001,2188.6,347.0,51.6,24.750000000000057,32.35000000000002,25.950000000000045,24.750000000000057,1049.7,25.150000000000034,382.0,1049.9,281.0,7.0,36.9,20.650000000000034,-10.479999989645805,-58.47,36319.423712500844,7.275957614183426e-12,622.5876606683563,62171860.16167798,629153.4052649589,-11.627112463670201,0.4545954094592932,3
697,0.5980000000000001,50.7,25.650000000000038,4.6000000000000005,7.7,1111.7,365.0,101.80000000000001,26.150000000000038,29.550000000000008,26.950000000000045,24.350000000000023,123.80000000000001,24.450000000000045,179.20000000000002,465.6,357.5,36.7,122.60000000000001,21.850000000000023,17.97199998607518,-66.871,67182.25077223955,1.4551915228366852e-11,3.196827200836493,319106.16993688175,5944.166490047299,-4.235232787847367,1.163806539572844,55
698,0.5980000000000001,50.7,25.650000000000034,4.6000000000000005,7.7,1111.7,365.0,101.80000000000001,26.150000000000034,29.550000000000015,26.950000000000045,24.350000000000023,123.80000000000003,24.450000000000045,179.20000000000002,465.6,357.5,36.7,122.60000000000001,21.850000000000023,17.97199998607518,-66.872,67182.25077223954,0.0,4.26392262401552,427072.4215398695,2346.3872283685187,-14.044667595021744,0.46083314313617113,55
699,0.24799999999999997,50.1,10.950000000000045,6.1000000000000005,24.6,1268.6000000000001,365.0,686.4000000000001,12.850000000000023,22.150000000000034,19.350000000000023,2.0500000000000114,325.6,17.350000000000023,213.10000000000002,561.6,166.70000000000002,45.300000000000004,153.5,-2.4499999999999886,36.54999999143441,51.626,54205.773866072646,0.0,545.197931314744,54549908.223289885,765591.1746843962,-13.034456719355784,0.32267604002275174,45
700,0.25,50.0,11.150000000000034,6.2,24.700000000000003,1248.9,365.0,683.9000000000001,13.050000000000011,22.450000000000045,19.55000000000001,2.3500000000000227,320.8,17.55000000000001,209.60000000000002,551.9,164.10000000000002,44.7,151.4,-2.249999999999943,36.55199999143541,51.621,58196.855948252974,1.4551915228366852e-11,515.1429828760365,51512632.13741833,386303.62097093894,-7.17232019043126,0.5368082417827931,45
701,0.25,50.0,11.150000000000034,6.2,24.700000000000003,1248.9,365.0,683.9000000000001,13.050000000000011,22.450000000000045,19.55000000000001,2.3500000000000227,320.8,17.55000000000001,209.60000000000002,551.9,164.10000000000002,44.7,151.4,-2.249999999999943,36.55199999143541,51.62,58196.85594825296,0.0,2392.056631569903,239717618.9555738,2257641.9813918197,-6.3995216026383,1.0579644631497034,45
702,0.25,50.0,11.150000000000034,6.200000000000001,24.700000000000003,1248.9,365.0,683.9000000000001,13.050000000000011,22.450000000000045,19.55000000000001,2.3500000000000227,320.8,17.55000000000001,209.60000000000002,551.9,164.10000000000002,44.7,151.4,-2.249999999999943,36.55199999143541,51.6185,58196.855948252945,1.4551915228366852e-11,769.4076635244409,77215643.7868295,620893.4541869736,-15.912401120680105,0.38360227812739034,45
704,0.30000000000000004,76.0,13.750000000000057,11.9,39.7,762.1,191.0,987.1,2.150000000000034,34.450000000000045,26.250000000000057,0.9500000000000455,333.20000000000005,25.850000000000023,122.30000000000001,344.40000000000003,9.3,1.6,6.800000000000001,-5.249999999999943,36.36299999133797,45.41199999999999,8960.126278263373,0.0,20.08512068130541,2003605.2392344307,42461.91830080009,-64.27302605994603,0.2118525050481676,45
708,0.5950000000000001,109.4,27.650000000000038,11.2,18.8,1510.9360000000001,246.0,155.836,27.786000000000044,37.05000000000007,29.550000000000008,25.350000000000023,3.8,25.350000000000023,363.09600000000006,991.88,417.81200000000007,0.5,3.8,18.250000000000057,-12.67749997622052,132.885,18834.89536927098,0.0,15.404906445192056,1541664.190119926,17522.220918764582,-4.26116686025285,0.6219399332966784,7
709,0.647,68.60000000000001,21.950000000000045,7.300000000000001,11.3,4028.1000000000004,365.0,85.7,20.850000000000023,29.05000000000001,23.05000000000001,20.850000000000023,1882.5,22.650000000000034,646.5,1882.5,278.7,24.8,111.5,17.750000000000057,5.169999994390267,9.68,49924.720906716844,7.275957614183426e-12,1573.8099671600617,157853266.9337045,1399435.1544347033,-12.51906965365917,0.6063236450446718,54
711,0.8470000000000001,52.5,24.350000000000023,8.1,9.5,1603.1000000000001,365.0,53.800000000000004,23.950000000000045,29.850000000000023,25.05000000000001,23.650000000000034,285.3,23.750000000000057,260.2,631.9000000000001,446.6,38.6,194.10000000000002,20.350000000000023,1.3099999985380737,12.96,45598.32418670079,7.275957614183426e-12,630.5295029710179,63058251.46940786,392888.59411970177,-91.15467156221602,0.21315736478015762,54
712,0.845,52.800000000000004,23.650000000000034,7.800000000000001,9.200000000000001,1911.7,365.0,56.0,23.350000000000023,28.950000000000042,24.450000000000042,22.950000000000042,302.40000000000003,23.05000000000001,316.6,748.0,550.1,35.800000000000004,197.5,19.750000000000057,0.9499999989388688,13.169999999999998,48033.7125795327,7.275957614183426e-12,2260.793175330629,226152124.41575304,836907.5482813268,-16.443217127600604,0.22544279575108178,54
713,0.8060000000000002,55.7,24.05000000000001,8.200000000000001,10.200000000000001,1812.4,365.0,58.2,23.950000000000045,29.850000000000023,24.850000000000023,23.250000000000057,84.0,23.250000000000057,285.3,709.1000000000001,590.2,15.400000000000002,84.0,19.650000000000034,-1.899999997884184,13.22,58556.95084135479,1.4551915228366852e-11,1471.9662000910837,147276508.8118996,968225.8460187754,-9.178313944633942,0.3192008144106173,54
714,0.798,55.7,23.850000000000026,8.200000000000001,10.3,1811.2,365.0,59.900000000000006,23.750000000000057,29.650000000000034,24.55000000000001,22.950000000000045,84.2,22.950000000000045,285.7,708.8000000000002,589.2,15.4,84.2,19.350000000000026,-1.899999997884184,13.21,58648.79838093524,1.4551915228366852e-11,1442.4549922869649,144323699.02413443,634277.9855190784,-9.900270884322811,0.37331648635726694,54
715,0.2,61.1,-1.849999999999966,8.0,39.900000000000006,632.4000000000001,129.0,1204.4,13.850000000000023,19.450000000000045,13.850000000000023,-16.149999999999977,85.5,-8.449999999999989,122.0,308.40000000000003,308.40000000000003,19.8,71.0,-20.44999999999996,63.88149999433584,-145.74249999999998,29722.543707454824,7.275957614183426e-12,2.7644708073946487,276565.55713022867,2841.528015531252,-6.371669070688293,0.4933084605330743,97
716,0.20099999999999998,61.0,-1.849999999999966,8.0,39.900000000000006,626.9000000000001,129.0,1204.4,13.850000000000025,19.450000000000045,13.850000000000025,-16.149999999999977,84.9,-8.449999999999989,120.80000000000001,305.5,305.5,19.6,70.4,-20.44999999999996,63.88149999433584,-145.73899999999998,12935.510861244084,3.637978807091713e-12,4.5459376094191155,455016.318101694,3633.4957258202853,-16.190447088133165,0.28738505120456487,97
717,0.20058620689655174,61.258620689655174,-1.849999999999966,8.0,39.900000000000006,641.748275862069,129.0,1205.096551724138,13.850000000000023,19.450000000000045,13.850000000000023,-16.149999999999977,86.59310344827587,-8.50862068965514,124.00344827586208,313.3413793103449,313.3413793103449,20.117241379310347,71.99310344827587,-20.44999999999996,63.88049999433593,-145.7585,32738.487842512302,2533.8999041172347,8.710411918110495,871131.5467342436,6900.448422880969,-11.463494104071255,0.5270407838809337,97
718,0.20099999999999998,61.300000000000004,-1.849999999999966,8.0,39.900000000000006,643.9000000000001,129.0,1204.6000000000001,13.850000000000023,19.450000000000045,13.850000000000023,-16.149999999999977,86.80000000000001,-8.549999999999955,124.5,314.5,314.5,20.200000000000003,72.2,-20.44999999999996,63.880999998762285,-145.76099999999997,34867.38958490581,0.0,5.859468596247877,585540.6904460513,3115.9018073712273,-3.1407462967903292,0.23028806377505323,97
719,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1122.7,284.0,190.4,27.650000000000034,35.150000000000034,28.350000000000023,23.650000000000034,105.5,24.550000000000015,203.9,526.6,390.20000000000005,31.1,96.10000000000001,18.750000000000057,20.09099998581496,-89.56599999999999,64303.25277249466,7.275957614183426e-12,41.72959845191079,4167942.761590584,30335.1680759275,-41.26220394088871,0.240006673337135,22
720,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1122.7,284.0,190.4,27.650000000000034,35.150000000000034,28.350000000000023,23.650000000000034,105.5,24.55000000000001,203.9,526.6,390.20000000000005,31.1,96.10000000000001,18.750000000000057,20.089999985815,-89.56599999999999,64303.25277249467,1.4551915228366852e-11,39.40867804923108,3940918.1146109067,16025.487194615635,-28.91243446928102,0.49953357548740385,22
721,0.621,65.7,26.450000000000045,10.2,16.5,1116.1000000000001,277.0,190.9,27.750000000000057,35.35000000000002,28.450000000000045,23.750000000000057,105.0,24.650000000000034,203.0,524.3000000000001,285.90000000000003,30.9,95.7,18.850000000000023,20.092999985814853,-89.56799999999998,58538.58833761805,7.275957614183426e-12,33.29540451219901,3326934.6301058014,20042.67542569879,-37.28458610993559,0.4334785268006345,22
722,0.621,65.7,26.450000000000042,10.200000000000001,16.5,1116.1000000000001,277.0,190.9,27.750000000000057,35.35000000000002,28.450000000000042,23.750000000000057,105.0,24.650000000000034,203.0,524.3000000000001,285.90000000000003,30.900000000000002,95.7,18.850000000000023,20.092999985814853,-89.56899999999999,58538.58833761804,1.4551915228366852e-11,32.84071725483821,3280694.024607112,17261.949273854705,-34.39383710221636,0.34686360888862716,22
723,0.622,65.60000000000001,26.350000000000023,10.200000000000001,16.400000000000002,1117.7,282.0,189.4,27.750000000000053,35.25000000000006,28.450000000000045,23.750000000000053,105.1,24.550000000000008,203.10000000000002,524.5,286.3,31.1,95.9,18.850000000000023,20.09599998581469,-89.564,62078.945301424275,1.4551915228366852e-11,23.018935689611148,2299006.4441801263,20951.081827394915,-18.90583791513323,0.4561059167064189,22
